,Unnamed: 0,msno,song_id,source_system_tab,source_screen_name,source_type,target,name,isrc,city,bd,gender,registered_via,registration_init_time,expiration_date
773,773,MofmAMt7P8LIcF4+LLlcjyIhYUzmv13L/LRwYFxiGYE=,fHkPoQLsHCcUGfKuL7dl66EYa7CVzuBFx27RBkUsTME=,search,Artist more,top-hits-for-artist,1,到底愛錯在哪裡,CNF181301834,13,27,female,9,20110518,20171006
774,774,MofmAMt7P8LIcF4+LLlcjyIhYUzmv13L/LRwYFxiGYE=,ggDP5Z32kY+6aGtITNzhrwqL5S+nFvCIIUFyJfmJxEk=,search,Artist more,top-hits-for-artist,1,好可惜,,13,27,female,9,20110518,20171006
775,775,MofmAMt7P8LIcF4+LLlcjyIhYUzmv13L/LRwYFxiGYE=,skehue/d/R59G71dXYpntDwdjRRPlweN3JE8g40TgZU=,search,Artist more,top-hits-for-artist,1,我過的很好,,13,27,female,9,20110518,20171006
776,776,NhDCb8h372xWouGpYwN6M4NuAXC63C2t6shX0Y0nYDQ=,lrloWA/JWmity2muCwntC86Jgv89ppdkQvrYdURv3DU=,my library,Local playlist more,local-library,1,勢在必行,MYPN11100001,15,0,,4,20160914,20180705
777,777,MofmAMt7P8LIcF4+LLlcjyIhYUzmv13L/LRwYFxiGYE=,DWBkFM/9um2gkf+jl+UO6KhfKEaCqpapzAoH2FJMXzg=,search,Artist more,top-hits-for-artist,1,再見只是陌生人,,13,27,female,9,20110518,20171006
778,778,NhDCb8h372xWouGpYwN6M4NuAXC63C2t6shX0Y0nYDQ=,lXJBWA8eCKQQFT5vSrzBbXCGJTSLy/n7cjEZTx0dzZA=,my library,Local playlist more,local-library,1,紙飛機 (Zhi Fei Ji),CNE041500422,15,0,,4,20160914,20180705
779,779,qvXUZ6T8dYiUHoT7Q9hsr2KuaPsr4gNeqtpM30Wk7mE=,yae3KAr0oYk5sDz5X4/op2d2wtTFf1X4A4UdrYvZ8RA=,my library,Local playlist more,artist,0,紅玫瑰(國),HKUM70701243,1,0,,7,20120612,20170930
780,780,qvXUZ6T8dYiUHoT7Q9hsr2KuaPsr4gNeqtpM30Wk7mE=,bYShoI0CynM+KsGcPL6+5DdwZSyL+X0Fk074Nac7kC0=,my library,Local playlist more,artist,0,無條件,HKJ631504002,1,0,,7,20120612,20170930
781,781,PFq64L0BP7zECyPQfv9u79om/106vIFNyozXqqcAa2Q=,VAtZyYW79ixpoQfbOKAbZkz4/2VEoJDOLzXT3E7XArw=,my library,Local playlist more,local-library,1,傷痕,TWA459545501,13,25,male,9,20060923,20170911
782,782,qvXUZ6T8dYiUHoT7Q9hsr2KuaPsr4gNeqtpM30Wk7mE=,DTB4t0Ue4y1qgQrI90zqbhkEo/zmGem0Kf03lepbsvs=,my library,Local playlist more,artist,0,黑洞,HKJ631504004,1,0,,7,20120612,20170930
783,783,PFq64L0BP7zECyPQfv9u79om/106vIFNyozXqqcAa2Q=,1eze6fKuVAFFM5xmUp61yJ+0+vU9Io+ZFlmHnyDetfc=,my library,Local playlist more,local-library,1,Bad Blood - Tribute to Taylor Swift and Kendrick Lamar,FRX451560670,13,25,male,9,20060923,20170911
784,784,qvXUZ6T8dYiUHoT7Q9hsr2KuaPsr4gNeqtpM30Wk7mE=,4VDa8TO0dcpy7Kz89Grtd0nyYRDeuG1F678c8Vd28as=,my library,Local playlist more,artist,1,煙味(國),HKUM70701240,1,0,,7,20120612,20170930
785,785,qvXUZ6T8dYiUHoT7Q9hsr2KuaPsr4gNeqtpM30Wk7mE=,tpsX+zae7W9+0Y/hpsAJBpQLxvctzbEUeTkYPCpf040=,my library,Local playlist more,artist,1,不要說話(國),HKUM70800776,1,0,,7,20120612,20170930
786,786,PFq64L0BP7zECyPQfv9u79om/106vIFNyozXqqcAa2Q=,wBTWuHbjdjxnG1lQcbqnK4FddV24rUhuyrYLd9c/hmk=,my library,Local playlist more,local-library,1,小幸運 (A little happiness),TWD951562101,13,25,male,9,20060923,20170911
787,787,tCmA1Q/xBWh5prA0nTTuG5o5Ob0uRa9BFS25x46Pmiw=,QYia+yZu391rb9WLV50eDSW4/x8e2xoOrrg1Z9pQNS8=,radio,Radio,radio,0,human,USAT21304202,4,28,male,3,20130926,20170907
788,788,tCmA1Q/xBWh5prA0nTTuG5o5Ob0uRa9BFS25x46Pmiw=,oL1y8QsjHVZmvjK6CSHNyxlAafRCtYHWo5YrBu9nn1s=,radio,Radio,radio,0,Manhattan,USSM11302725,4,28,male,3,20130926,20170907
789,789,tCmA1Q/xBWh5prA0nTTuG5o5Ob0uRa9BFS25x46Pmiw=,TbPioIoCrNfPgDn2tsXZHR/uQgA8yyYr8k7Yji41a/Y=,radio,Radio,radio,0,The Other Side,USEE11000167,4,28,male,3,20130926,20170907
790,790,tCmA1Q/xBWh5prA0nTTuG5o5Ob0uRa9BFS25x46Pmiw=,lhrN5Q069mAF35yPS+P4Rk1c1L4jhrAt3T2UjvT8yXc=,radio,Radio,radio,1,Only Girl (In The World),USUM71023200,4,28,male,3,20130926,20170907
791,791,vuurtT9B8xKBv9wxtcJrc4stQ/jBwAXUrGC7dmDDYlw=,xHSnLkWGe7Gal//wc8yqzaLjW/14Ly6RbHqoTqMot2o=,my library,Local playlist more,local-library,1,I Am Alive feat. Jason Mraz,TWA531480008,1,46,female,7,20131114,20170913
792,792,vuurtT9B8xKBv9wxtcJrc4stQ/jBwAXUrGC7dmDDYlw=,PWtszF5UA4xwWYBNp4n7l+bixobtGI2E7Q+I265Ey0w=,my library,Local playlist more,local-library,1,記得,TWB671005211,1,46,female,7,20131114,20170913
793,793,vuurtT9B8xKBv9wxtcJrc4stQ/jBwAXUrGC7dmDDYlw=,3zH7Hhfxdm7vrptWPaX9hZIzpqnt7AWFwGh6Zh/Ihg4=,my library,Local playlist more,local-library,1,The One You Love(你所愛的人),,1,46,female,7,20131114,20170913
794,794,n2hCmZlfiEFmsUhdS/tapn03Y90xPFHHW3JqP3D5RUM=,DdKsqy3JAygpcHwihcjBKzzp8SDYhdtXbEZmhKDrOSo=,my library,Local playlist more,local-library,1,逆時光的浪 (Back In Time),TWD631518202,13,31,female,7,20120605,20180617
795,795,n2hCmZlfiEFmsUhdS/tapn03Y90xPFHHW3JqP3D5RUM=,2wy4Czvt8njpAtc9JbG5VV9Skaa3ExVbv5Em5g9ZEUY=,my library,Local playlist more,local-library,1,一半 (中天娛樂戲劇【雙面膠】片頭曲）,TWK231103802,13,31,female,7,20120605,20180617
796,796,n2hCmZlfiEFmsUhdS/tapn03Y90xPFHHW3JqP3D5RUM=,bYnlRabPXz3ihqf1dDEy023+ZELkKHow6O1AFUSldes=,my library,Local playlist more,local-library,1,父親,,13,31,female,7,20120605,20180617
797,797,n2hCmZlfiEFmsUhdS/tapn03Y90xPFHHW3JqP3D5RUM=,u6/Pb7X4u7KU4gXrBgGqt8RlRrNNFLn03tLAHyxRxwA=,my library,Local playlist more,local-library,1,手心的薔薇 (Beautiful) feat. G.E.M.鄧紫棋,TWA531480006,13,31,female,7,20120605,20180617
798,798,zoOVVP+dUKtDIUk/vE1ectboQuyBfHUzGxWRSq/aIkQ=,av43wPGgyojlq8E0+uxLpB9I+SxqhgKswP1eUXmqASM=,my library,Local playlist more,local-playlist,1,色,TWA531442306,13,28,male,9,20101006,20171018
799,799,zoOVVP+dUKtDIUk/vE1ectboQuyBfHUzGxWRSq/aIkQ=,CAvStC8z7qX6AJPjp969FXDWk+L7a41WUOhE7s6H7po=,my library,Local playlist more,local-playlist,1,張三的歌 (The song of Chang-san),TWA531530005,13,28,male,9,20101006,20171018
800,800,zoOVVP+dUKtDIUk/vE1ectboQuyBfHUzGxWRSq/aIkQ=,syMOxpgKepmGSuD4tRGAWDrEVNJqrKVcE+Ic0icQ/ws=,my library,Local playlist more,local-playlist,1,最後的請求 (Please),TWA531669702,13,28,male,9,20101006,20171018
801,801,zoOVVP+dUKtDIUk/vE1ectboQuyBfHUzGxWRSq/aIkQ=,CHdxtv0lhdjusRrkJV9o4mLQHEr0om3gLEzNsEP1yto=,my library,Local playlist more,local-playlist,1,複製人,TWA531176502,13,28,male,9,20101006,20171018
802,802,Pk8GNqo2/Km9hklOq5XdIKh57vxM2a0JLtJXe917Wxg=,VodwEvJB2FUoIPAZhpqI+ml/3yzxl/fuw9xATZV1BIU=,my library,Local playlist more,local-library,1,說謊,TWD950934106,5,36,male,9,20100903,20170926
803,803,reP6sppCKbYq6UiLI+83VmC/EgDWR8X8//pG/pQe/SY=,vILy7KQyFxIPbaIm5J2mCTEHvMr3/7H7Hl9trGrL+7c=,my library,Local playlist more,local-playlist,1,最近,TWF750688202,1,0,,7,20110206,20170916
804,804,zoOVVP+dUKtDIUk/vE1ectboQuyBfHUzGxWRSq/aIkQ=,BglEX+eZrcRvSaLtDxH9gLVmJ70oWqFH7/z3DICTtR4=,my library,Local playlist more,local-playlist,1,除了你我別無選擇 (Nothing But You),TWA531669705,13,28,male,9,20101006,20171018
805,805,zoOVVP+dUKtDIUk/vE1ectboQuyBfHUzGxWRSq/aIkQ=,EXh9VNfwf+ypL7BOdtBLZwyO0rE13QU5r5/B71Lbf/M=,my library,Local playlist more,local-playlist,1,只能想念你,TWA531176504,13,28,male,9,20101006,20171018
806,806,zoOVVP+dUKtDIUk/vE1ectboQuyBfHUzGxWRSq/aIkQ=,D1nrpnreU7S/TOOUPt70+k2VaSDR2G7lQXdBG2td5So=,my library,Local playlist more,local-playlist,1,我在哭,TWA530887309,13,28,male,9,20101006,20171018
807,807,reP6sppCKbYq6UiLI+83VmC/EgDWR8X8//pG/pQe/SY=,XBhJYp6A1sD/47vCwkjqqG0xK1lDPu/IUTlLEpx81Ns=,my library,Local playlist more,local-playlist,1,擦肩而過,,1,0,,7,20110206,20170916
808,808,reP6sppCKbYq6UiLI+83VmC/EgDWR8X8//pG/pQe/SY=,zGb14zi42syoVDi2VSVhLkyVfKLKoiTb40zQ4FpsY8k=,my library,Local playlist more,local-playlist,1,手放開,TWF750481602,1,0,,7,20110206,20170916
809,809,zoOVVP+dUKtDIUk/vE1ectboQuyBfHUzGxWRSq/aIkQ=,ZV5tVj2qQF708DTgoVbMD+TgzsvwQD0Yzpi/wbLPzIs=,my library,Local playlist more,local-playlist,1,王子的新衣,TWA530887302,13,28,male,9,20101006,20171018
810,810,zoOVVP+dUKtDIUk/vE1ectboQuyBfHUzGxWRSq/aIkQ=,U+8RqB0PodU/FhQcAvzcwtE4XzJKQGaLQDtQiyrLF8I=,my library,Local playlist more,local-playlist,1,悲愛,TWA531200019,13,28,male,9,20101006,20171018
811,811,zoOVVP+dUKtDIUk/vE1ectboQuyBfHUzGxWRSq/aIkQ=,qIcmU79+802o9dsTTMCIeBMBP4dvItGxo5darqG5Jqs=,my library,Local playlist more,local-playlist,1,活著,TWA530887307,13,28,male,9,20101006,20171018
812,812,zoOVVP+dUKtDIUk/vE1ectboQuyBfHUzGxWRSq/aIkQ=,3APT00k8EnXfvzu4R+SSg007Dfi1Oe/ahjkOhKFT3ec=,my library,Local playlist more,local-playlist,1,奮不顧身,TWA530887304,13,28,male,9,20101006,20171018
813,813,3PMHGxrpSaTNtdPaLSZjOxv26ktV7JcCxq5HK0fhS3g=,6d0OD6QCH4aZMNpiHBTdqLubbBbCc+xRoLxIfRVf4iM=,my library,Local playlist more,local-playlist,1,Uptown Girl,USSM18700262,5,49,female,9,20070330,20171022
814,814,5PhY9j6GWqB3yRRh1YBgGk0fPE3J2d0Cmp1AK2RnkT4=,Ce8Mui+yVruumWy9pKMDfSRBFg1m93m/+XR8FHlktaE=,my library,Local playlist more,local-library,1,餘波盪漾 (When you are gone),TWD951643107,1,0,,7,20110714,20171007
815,815,5PhY9j6GWqB3yRRh1YBgGk0fPE3J2d0Cmp1AK2RnkT4=,7lYMRUQcsjc+M7SrR032Vsn26XmOQzD5RHcQOuaN3go=,my library,Local playlist more,local-library,1,同類,TWA530493707,1,0,,7,20110714,20171007
816,816,5PhY9j6GWqB3yRRh1YBgGk0fPE3J2d0Cmp1AK2RnkT4=,sRJjOzXSNzNFEQdw6bdgEWnVzqQbt0O0AdEpT2b/VXE=,my library,Local playlist more,local-library,1,彩虹金剛,TWUM71600037,1,0,,7,20110714,20171007
817,817,+y1shUiQhJfrjpdq77rlnH4nZvlzl4JO42LzBBvkA7A=,SjCIXUxaLoWJLHWFnihxiaeaSnozRZHVqme8EoHONnE=,my library,Local playlist more,local-library,1,無聲抗議,TWR031317001,5,0,,9,20101225,20171202
818,818,sU8xKn4y/NUssEOFR0+wAFO/R/dKNlw6LE+tJF7rdqo=,dAW40+ckJdOjNQqteJrkkVzciH74j9k2vXRgCFK1Obs=,my library,Local playlist more,local-library,1,妳聽得到,TWK970300506,1,0,,7,20160915,20170211
819,819,sU8xKn4y/NUssEOFR0+wAFO/R/dKNlw6LE+tJF7rdqo=,X9POPzgG9wcthL9a9beND/+ByX3Aych0C/YEPMtT3OM=,my library,Local playlist more,local-library,1,島嶼天光,TWM671304801,1,0,,7,20160915,20170211
820,820,sU8xKn4y/NUssEOFR0+wAFO/R/dKNlw6LE+tJF7rdqo=,Q0Y5uSJoxOaZxCXqND9ikiwD6969aurTqC+o9r8qklM=,my library,Local playlist more,local-library,1,俄羅斯輪盤,TWE971102014,1,0,,7,20160915,20170211
821,821,sU8xKn4y/NUssEOFR0+wAFO/R/dKNlw6LE+tJF7rdqo=,AYoEHIiWBBVLpNkE2tqh/goiJCSAdnDoH5dCXHo4SQ4=,my library,Local playlist more,local-library,1,如果你也聽說     　,TWEM30703009,1,0,,7,20160915,20170211
822,822,sU8xKn4y/NUssEOFR0+wAFO/R/dKNlw6LE+tJF7rdqo=,I+Z2/30nOjQKb4VorNACvssRUJg50pXBIK+3xoO5LOo=,my library,Local playlist more,local-library,1,眷戀,TWA530671209,1,0,,7,20160915,20170211
823,823,9AR/jW+se7Bw0AO9AupRl6sX8y4lxdkpwA+RFY0GGMA=,PgRtmmESVNtWjoZHO5a1r21vIz9sVZmcJJpFCbRa1LI=,my library,Local playlist more,local-library,1,謝謝妳愛我 (Thanks For Your Love),TWA531657203,1,0,,7,20151208,20171007
824,824,/R77G2EHyBUe+y2/gMluGNUbhsrKxaDvqojAUMmCZOg=,VodwEvJB2FUoIPAZhpqI+ml/3yzxl/fuw9xATZV1BIU=,explore,Explore,online-playlist,0,說謊,TWD950934106,13,28,,7,20120514,20180216
825,825,NwauapyJfO3HxiQMBcCW/Fw/Ad76bn2FW0Vc1Ehurm4=,7dUiqNIuyM+aDRJEw3+ZSYydeZGAQ1AAI0eOd0Nzh8c=,my library,Local playlist more,local-library,1,Turn up,TWAG11600401,22,19,male,3,20130224,20170925
826,826,1VQJl4dZ0LFyHIHf1OErC0+bH2akp5z1FU7QY+NwyAw=,WDhQhhbq+bwhBY642Fx3e5eGBdvqzzXmwiouCaVI0R0=,my library,Local playlist more,local-library,1,單身剛好,TWCG31600001,6,0,female,4,20160311,20171006
827,827,/R77G2EHyBUe+y2/gMluGNUbhsrKxaDvqojAUMmCZOg=,/YaubkEe5LiUbeSJJ9n3UmGBuOBJRwhcp8pe10HNoH4=,explore,Explore,online-playlist,0,憨人,TWA450065406,13,28,,7,20120514,20180216
828,828,NwauapyJfO3HxiQMBcCW/Fw/Ad76bn2FW0Vc1Ehurm4=,XGE2Z905YLI3rzXNXNOTZhBAaNJextQ480b2GVGw358=,my library,Local playlist more,local-library,1,Be Your Superman,,22,19,male,3,20130224,20170925
829,829,/R77G2EHyBUe+y2/gMluGNUbhsrKxaDvqojAUMmCZOg=,7Xxzo9Z584Z1AhkaLLWEcpzcEuxcquGE52Ztc4879YI=,explore,Explore,online-playlist,1,寂寞寂寞就好,TWD951043107,13,28,,7,20120514,20180216
830,830,NwauapyJfO3HxiQMBcCW/Fw/Ad76bn2FW0Vc1Ehurm4=,2oNvM+pm2OrgVOR6ogzOWpDFSgM34W2GKyuj9s9cnTU=,my library,Local playlist more,local-library,1,光的定律 (The Light),TWD631653301,22,19,male,3,20130224,20170925
831,831,NwauapyJfO3HxiQMBcCW/Fw/Ad76bn2FW0Vc1Ehurm4=,UX0pv7pZTBvi40sWWfuXoGf+JOn+8jptKJe1zZk2TTw=,my library,Local playlist more,local-library,1,Every Night,KRA031211037,22,19,male,3,20130224,20170925
832,832,1VQJl4dZ0LFyHIHf1OErC0+bH2akp5z1FU7QY+NwyAw=,YUxcp2fEZLoDPWdTDcWlHb2LcmHMluTJAGVdpcyFj8U=,my library,Local playlist more,local-library,1,熱血無賴,TWD951634104,6,0,female,4,20160311,20171006
833,833,Xa3bbIsP+DO7sQdTiljlnXoiRJl6JXU5xDe9y3HG6Lc=,Ia8u9tfY7EWhF8tJGA4cGcEwg+i2evGGoOZaLoraHOI=,my library,Local playlist more,local-library,1,Porcelain,GBAJH9900036,5,31,male,9,20150705,20180111
834,834,Xa3bbIsP+DO7sQdTiljlnXoiRJl6JXU5xDe9y3HG6Lc=,PIJz0a+KA/71kNVw4CmU4werkhZ5kaN2bnW7Fnj50Pw=,my library,Local playlist more,local-library,1,Lean On,DEHT41304011,5,31,male,9,20150705,20180111
835,835,Xa3bbIsP+DO7sQdTiljlnXoiRJl6JXU5xDe9y3HG6Lc=,7eKGhG6Cojjjq+pgEe1knBgc1t6Ivl6Y/i4J+0Uydc8=,my library,Local playlist more,local-library,1,Rather Be (feat. Jess Glynne),GBAHS1300498,5,31,male,9,20150705,20180111
836,836,Xa3bbIsP+DO7sQdTiljlnXoiRJl6JXU5xDe9y3HG6Lc=,vOors+2XSuwEtJ//dVL/5V6ViNWAwQ1JZ65zQ1gB1gA=,my library,Local playlist more,local-library,1,無狀態,TWA470601009,5,31,male,9,20150705,20180111
837,837,pPqVRl4gGSZZvgfK6b8lpctfFyUqza1vj5s/BfICfpQ=,WJ1tUFKwAt7u2rwhcOQls98EcIxn9Xj/o3eifFR9Zi4=,my library,Local playlist more,local-playlist,1,Joy of the Journey,USR2M0900016,4,47,male,9,20111113,20170926
838,838,+t3u8EDdZLwEb44GC4forR/b9xg6KSZ1AauTYJM6bB0=,kxhyA8uSSp6Y/o7gUOBaTkskDYbBJND5SFWpfJWTHJc=,my library,Local playlist more,local-playlist,1,賈科梅蒂 (Alberto Giacometti),TW2151620005,1,0,,7,20131216,20170917
839,839,+t3u8EDdZLwEb44GC4forR/b9xg6KSZ1AauTYJM6bB0=,LaKaBCWzdQLDiuwoDuW357V/ig9Etug85tp7rXKrrho=,my library,Local playlist more,local-playlist,1,無聲電影 (silent movies),TW2151620004,1,0,,7,20131216,20170917
840,840,CiA0mzWl3/VSNW9ebpZEvKEdva6Fu3p5oidhkUhgZjY=,T86YHdD4C9JSc274b1IlMkLuNdz4BQRB50fWWE7hx9g=,discover,Online playlist more,online-playlist,1,告白氣球,TWK971601308,4,44,female,9,20041114,20171004
841,841,YiOYOFJUNjhUhcTDbO+LV/OBb45DVttb+IULl0JZ6zI=,fLcg1JwIF80DBi1D5gheP1WuO4IXt4HFSd19TZ6y61M=,my library,Local playlist more,local-playlist,1,Love Story,USCJY0803447,1,0,,7,20120616,20171008
842,842,YiOYOFJUNjhUhcTDbO+LV/OBb45DVttb+IULl0JZ6zI=,Ze/P21A/ZhDHd8Ev9TK85Rqamg1f4fMLSCZEAejE9qc=,my library,Local playlist more,local-playlist,1,親愛的路人【TVBS[姐姐立正向前走]片尾曲】,TWK231303901,1,0,,7,20120616,20171008
843,843,YiOYOFJUNjhUhcTDbO+LV/OBb45DVttb+IULl0JZ6zI=,RoI1qNf11fg9QB3Tz7+JIyxEL8U+p4gajEOT/m9Cxr8=,my library,Local playlist more,local-playlist,1,就是愛 (Jiu Shi Ai),TWA470408002,1,0,,7,20120616,20171008
844,844,yiAhcTphg5RLb/u96sNO8ksIuAXkKZgjyMl0guTNquc=,8eFsEjDKQnJM78i9vaosRmfUNWgZ9/UF8Fq7pGr9YdU=,my library,Local playlist more,local-library,1,倫敦的愛情,TWK331001001,15,30,male,3,20131023,20170924
845,845,yiAhcTphg5RLb/u96sNO8ksIuAXkKZgjyMl0guTNquc=,O+azAuxxhTE27OXm23raLUOTey/RS3+sceZDO2iFXys=,my library,Local playlist more,local-library,1,微微一笑很傾城,CNZ481600012,15,30,male,3,20131023,20170924
846,846,UOmA71gtQlbnN1EsdxeY4KG8wJCSbqiNS55ZXxi97bA=,p2BbLuX3MmO2LvqUmm9+ZXoKWbRSCnCOg73N+5FpzOM=,my library,Local playlist more,local-playlist,0,Coastal Tide,GBPS81529588,5,50,male,3,20120614,20171001
847,847,UOmA71gtQlbnN1EsdxeY4KG8wJCSbqiNS55ZXxi97bA=,ifV/UhT9NSLXh+IfTvQY31jiKRPDuA+AsAD/r+0Yvc0=,my library,Local playlist more,local-playlist,0,Sea Washes over Debris,GBPS81529396,5,50,male,3,20120614,20171001
848,848,yiAhcTphg5RLb/u96sNO8ksIuAXkKZgjyMl0guTNquc=,w5dkuOgXEq0mver7yHK7JbV/YiTqFhZQDuns9kK737s=,my library,Local playlist more,local-library,0,偏愛,TWA270812005,15,30,male,3,20131023,20170924
849,849,UOmA71gtQlbnN1EsdxeY4KG8wJCSbqiNS55ZXxi97bA=,xLIRw/Zj1Zqj/XmF8Md7Jdx3CItJX8DfcZOjgEgQVSw=,my library,Local playlist more,local-playlist,0,Waves: On the Beach,GBPS81525396,5,50,male,3,20120614,20171001
850,850,yiAhcTphg5RLb/u96sNO8ksIuAXkKZgjyMl0guTNquc=,RtGyh7quqQPSkygPLtkrrQrgG62ggmh4psBbdykZ/4g=,my library,Local playlist more,local-library,0,月亮惹的禍,EMIDD0286705,15,30,male,3,20131023,20170924
851,851,UOmA71gtQlbnN1EsdxeY4KG8wJCSbqiNS55ZXxi97bA=,Z2KAAdGAhfBl8M6k/KjSNpa9U3/q3trPc5zVuTqNqug=,my library,Local playlist more,local-playlist,0,Walk Through the Beach Waves,GBPS81529575,5,50,male,3,20120614,20171001
852,852,UOmA71gtQlbnN1EsdxeY4KG8wJCSbqiNS55ZXxi97bA=,ZY/UmTyznAH/ZHKMCCqTpIWC8M9l7ko/+bZgZy/rkQ4=,my library,Local playlist more,local-playlist,0,Gentle Lapping Sea Shore,GBPS81529385,5,50,male,3,20120614,20171001
853,853,bHaK+LAC5xpszdTYiNLCHZ1g940Gs8r9Hmfke/X4aWI=,2oNvM+pm2OrgVOR6ogzOWpDFSgM34W2GKyuj9s9cnTU=,my library,Local playlist more,local-library,1,光的定律 (The Light),TWD631653301,13,20,male,3,20131005,20170918
854,854,0BlRvYIuR/cfaoVUTJEzGTlaOgo4c+fL08ePLqXHbO4=,43Qm2YzsP99P5wm37B1JIhezUcQ/1CDjYlQx6rBbz2U=,my library,Local playlist more,local-library,1,後來的我們 (Here| After| Us),TWK231610206,13,24,female,3,20140921,20171001
855,855,oe3WuOCdnU8NTpMCpNFjEr2aOLGG1xgrZzHEv2jlLmw=,tuJefincycxWaWosygL3ZFI7EGhut4fMTqq/ly8dCo8=,my library,Local playlist more,local-playlist,1,Secret Killer (Inst.) - Studio Musicians,KRA491402077,13,28,female,7,20130528,20170909
856,856,oe3WuOCdnU8NTpMCpNFjEr2aOLGG1xgrZzHEv2jlLmw=,m2x1yfZ1yfffCvkjMT4b5H8FCGmBs/YN05A46cG8n9w=,my library,Local playlist more,local-playlist,1,Is It Love? - Go| Young Jun (Brown Eyed Soul),KRA491402065,13,28,female,7,20130528,20170909
857,857,oe3WuOCdnU8NTpMCpNFjEr2aOLGG1xgrZzHEv2jlLmw=,0uWVGvxIwqFiNeRhePt80BHj4gmBQ9OmYMeUDkZ2Fls=,my library,Local playlist more,local-playlist,0,Secret (Inst.) - Studio Musicians - feat.Younghun Cho,KRA491402066,13,28,female,7,20130528,20170909
858,858,bHaK+LAC5xpszdTYiNLCHZ1g940Gs8r9Hmfke/X4aWI=,3DU6F6k6dFSdoQa2tsia5spMXFCxWh4JJdA3OxSo3rM=,my library,Local playlist more,local-library,1,你啊你啊 (only you),TW2151620008,13,20,male,3,20131005,20170918
859,859,0BlRvYIuR/cfaoVUTJEzGTlaOgo4c+fL08ePLqXHbO4=,Oyz6QlOcKz1PPYcwsxxcBu5AKsyjIrzbJ6V8LeDM0pY=,my library,Local playlist more,local-library,1,The Lover,TWA531600721,13,24,female,3,20140921,20171001
860,860,oe3WuOCdnU8NTpMCpNFjEr2aOLGG1xgrZzHEv2jlLmw=,NYFUFXKryuqMFlO44R8Q5oRdFQEaLm8rbgyU2MlC79k=,my library,Local playlist more,local-playlist,1,Propose - Im| Jik Won Il Dong - feat.President,KRA491402067,13,28,female,7,20130528,20170909
861,861,bHaK+LAC5xpszdTYiNLCHZ1g940Gs8r9Hmfke/X4aWI=,UAHH8i8OzuDQE0DOyPU2QTWLXC3rtomM1vE347TeQFQ=,my library,Local playlist more,local-library,1,我在哪裡 (Where I Belong),TWA211328802,13,20,male,3,20131005,20170918
862,862,0BlRvYIuR/cfaoVUTJEzGTlaOgo4c+fL08ePLqXHbO4=,wv5prxfvVXkAj5EbWwV+gNT2IwXaFl0V9U1N3uHO9A0=,my library,Local playlist more,local-library,0,時光倒回,,13,24,female,3,20140921,20171001
863,863,bHaK+LAC5xpszdTYiNLCHZ1g940Gs8r9Hmfke/X4aWI=,30pn1Sjwmya4+4npNIJV7Mkd14FZnRixqhG4WUZtAqY=,my library,Local playlist more,local-library,0,三心兩意 (feat. 曾昱嘉),TWA270917004,13,20,male,3,20131005,20170918
864,864,bHaK+LAC5xpszdTYiNLCHZ1g940Gs8r9Hmfke/X4aWI=,jHMqK5wu5C0txl0QCxpkSM1xbIev60ii+dc99LXu8EI=,my library,Local playlist more,local-library,1,嗯哼 (Uh-Huh),TWK231610601,13,20,male,3,20131005,20170918
865,865,zY1X90IOjnfHCDVA4pb3Ih2euO9H1cPb8OJkOBppoSg=,YqcwyXfvsSfMk9q2DApoNVkrSG59Hi/MupeZMLxc2Fw=,my library,Local playlist more,local-playlist,1,神啊 救救我 (Shen A Jiu Jiu Wo),TWA130000905,4,35,male,9,20050415,20171006
866,866,zY1X90IOjnfHCDVA4pb3Ih2euO9H1cPb8OJkOBppoSg=,Of/tj0IkPDmWYdWLmcmtMH7+rAwHRBIlJb1xnVbY9Ms=,my library,Local playlist more,local-playlist,1,Waiting For You (Waiting For You),CNA260443302,4,35,male,9,20050415,20171006
867,867,UGX+2jh3WO5XRuVOPuPCiIetzHlBjh0DPOLPeJSe36E=,jiZ/NAx/+6YFdk1D6jwZw14g48ZwImC0fKxXUuNnQ7M=,listen with,Others profile more,listen-with,0,最後戀人 (The last lover),TWX351500079,13,27,female,3,20150116,20170930
868,868,+4xaTltGXsNattBO89s5blOroev2V5i1M1kP0ZJpkyA=,ircbGz/PD3qQtgeU8Mt2gd663O3R1+k8IJSFEV7K/Kc=,my library,Local playlist more,local-library,1,My Oh My,DKBKA9700402,13,23,female,9,20130620,20171009
869,869,+4xaTltGXsNattBO89s5blOroev2V5i1M1kP0ZJpkyA=,wp1gSQ4LlMEF6bzvEaJl8VdHlAj/EJMTJ0ASrXeddbo=,my library,Local playlist more,local-library,1,回憶那麼傷 (Sad Memory),CNA231601679,13,23,female,9,20130620,20171009
870,870,+4xaTltGXsNattBO89s5blOroev2V5i1M1kP0ZJpkyA=,mZcB03DbF/QTVPEhGqBKqcKRHTUtmJsHbkv9XJGTP1s=,my library,Local playlist more,local-library,1,剛剛好,CNZ171600484,13,23,female,9,20130620,20171009
871,871,UGX+2jh3WO5XRuVOPuPCiIetzHlBjh0DPOLPeJSe36E=,IZiHpWQEDSvHZkR0CPUq9ONzpRvoWMz5v/EG5e/VYgU=,listen with,Others profile more,listen-with,0,木乃伊,TWB670501202,13,27,female,3,20150116,20170930
